PokerStars Tournament #2243832673, No Limit Hold'em
  7853: ronja89 (Germany), 
  7854: KingDouble1 (Brazil), 
  7855: AphoticKev (Canada), 
  7856: Tigr1963 (Russia), 
  7857: OneDread OG (Brazil), 
  7858: nevesz (Brazil), 
  7859: danr1916 (United Kingdom), 
  7860: tullamore89 (Latvia), 
  7861: luistd7 (Mexico), 
  7862: ferkonishi (Brazil), 
  7863: Strong Cards (Germany), 
  7864: Pupsi (Germany), 
  7865: eltaomermao (Brazil), 
  7866: bibbar (Norway), 
  7867: Andersonpye7 (Brazil), 
  7868: khalifaman00 (Brazil), 
  7869: BejausmisPN (Lithuania), 
  7870: MariaCnu (Romania), 
  7871: snoop18xxx (Germany), 
  7872: saurus41 (Netherlands), 
  7873: thyraena (Cyprus), 
  7874: SENSIMIL1 (Russia), 
  7875: liotsis (Greece), 
  7876: jahwise (United Kingdom), 
  7877: ponillekyyti (Finland), 
  7878: nikito674 (Argentina), 
  7879: magrinhorkfm (Brazil), 
  7880: Asbr773 (Brazil), 
  7881: oilucas2007 (Brazil), 
  7882: Mitchelll92 (Netherlands), 
  7883: ActionCzech (Czech Republic), 
  7884: bob1120 (Slovakia), 
  7885: marjandu (Croatia), 
  7886: TEVIODIE81 (Argentina), 
  7887: setarcos1234 (Chile), 
  7888: Albbcgm (United Kingdom), 
  7889: maxevich (Estonia), 
  7890: dafiFTW (Cyprus), 
  7891: GeorgievAK (Germany), 
  7892: hailang888 (China), 
  7893: Michalivanco88 (Slovakia), 
  7894: spatz2 (Germany), 
  7895: julianowww (Brazil), 
  7896: chonseSTEE (Canada), 
  7897: pawelek1122 (Canada), 
  7898: thomasdiniz (Brazil), 
  7899: Crazychrizzl (Germany), 
  7900: Jackerzzzzzz (United Kingdom), 
  7901: Ilgiz9999 (Russia), 
  7902: pipliboy (United Kingdom), 
  7903: siddy1978 (Germany), 
  7904: Et1$tuta (Czech Republic), 
  7905: gabik140 (Romania), 
  7906: carlospieker (Germany), 
  7907: Pastakungen (Sweden), 
  7908: laujo (Costa Rica), 
  7909: c_aguiar (Brazil), 
  7910: Alinuri (United Kingdom), 
  7911: las welas (Czech Republic), 
  7912: Laxeen1 (Sweden), 
  7913: Nostradam2 (Slovakia), 
  7914: Kniebert (Germany), 
  7915: masjacmat (Canada), 
  7916: unknown9104 (Norway), 
  7917: qavon (Canada), 
  7918: bluueliam (United Kingdom), 
  7919: SketchTerner (Russia), 
  7920: 777vinny7777 (Russia), 
  7921: blairtoast (United Kingdom), 
  7922: Terao90 (Brazil), 
  7923: kirpichmif (Russia), 
  7924: Samerald (Germany), 
  7925: gamill (United Kingdom), 
  7926: Shreknik (Belarus), 
  7927: Vojtiges (Czech Republic), 
  7928: ZodiakGB (Poland), 
  7929: G.A.Shevchuk (Russia), 
  7930: M.A.Rust1994 (Germany), 
  7931: Jogi3005 (Germany), 
  7932: JEKAKRAS (Russia), 
  7933: Frankie23_b (United Kingdom), 
  7934: mariow321 (Canada), 
  7935: MuBi87 (Austria), 
  7936: Yamagutt (Brazil), 
  7937: zeeh_pb (Brazil), 
  7938: CARAGHEORGHI (Moldova), 
  7939: Elementslik (Malta), 
  7940: Jensenais (Sweden), 
  7941: tmsantos14 (Brazil), 
  7942: pardal1 (Brazil), 
  7943: juan7844 (Argentina), 
  7944: robmonty92 (United Kingdom), 
  7945: claire12345 (United Kingdom), 
  7946: Faboulus888 (Austria), 
  7947: maadd1 (United Kingdom), 
  7948: Yabdi (Germany), 
  7949: Viggo93 (Denmark), 
  7950: JIexa0501 (Russia), 
  7951: patrickmr19 (Brazil), 
  7952: AyTpO (Russia), 
  7953: efka836 (United Kingdom), 
  7954: Jobje57 (Netherlands), 
  7955: Cashkiller77 (Germany), 
  7956: cliopati (Greece), 
  7957: m8675309a (Turks and Caicos Islands), 
  7958: jucielitheco (Brazil), 
  7959: FlackoTSC (Romania), 
  7960: Fear640654 (Czech Republic), 
  7961: mvjvoss (Denmark), 
  7962: Coppenst (Germany), 
  7963: mauricioj100 (Brazil), 
  7964: olusa1 (Netherlands), 
  7965: B4NKR0LL3R (Morocco), 
  7966: invaders007 (Canada), 
  7967: adrenal1001 (Romania), 
  7968: Starbystar1 (Finland), 
  7969: damian4878 (Uruguay), 
  7970: frangarello (Argentina), 
  7971: LeSenechal (Brazil), 
  7972: tibi_imp (Romania), 
  7973: sergei978 (Russia), 
  7974: joesepp92 (Germany), 
  7975: aidanb4 (United Kingdom), 
  7976: seiwal (Austria), 
  7977: callfoldfail (United Kingdom), 
  7978: annelie68 (Sweden), 
  7979: wachan100 (Paraguay), 
  7980: GANGRENA78 (Brazil), 
  7981: losion (Russia), 
  7982: whiteblade0 (Bulgaria), 
  7983: ballack1010 (Argentina), 
  7984: Hawky666 (Canada), 
  7985: MaximusDK79 (Denmark), 
  7986: simarden (Canada), 
  7987: dawiiddd (Poland), 
  7988: TPCB13 (Canada), 
  7989: densient (Switzerland), 
  7990: vacka999 (United Kingdom), 
  7991: Gonzaguinhak (Brazil), 
  7992: YahavG (Canada), 
  7993: illicopresto (Ukraine), 
  7994: DsonkS (Argentina), 
  7995: shinjan123 (Germany), 
  7996: Incruentis (Slovakia), 
  7997: Knorke-bella (Germany), 
  7998: bid23biz (Romania), 
  7999: ozzie232 (Cayman Islands), 
  8000: buyanoffbr (Brazil), 
  8001: Veit77 (Switzerland), 
  8002: joaomiguelpp (United Kingdom), 
  8003: Daxwooder146 (Germany), 
  8004: Vskyshark (United Kingdom), 
  8005: FidisManibus (United Kingdom), 
  8006: adryantavares (Brazil), 
  8007: Turn An Ace (United Kingdom), 
  8008: xFlex1807 (Germany), 
  8009: SLeM7 (Russia), 
  8010: aleleand (Brazil), 
  8011: clabmw24 (Belgium), 
  8012: MTLranger54 (Canada), 
  8013: autoactor (Germany), 
  8014: DStoyanov94 (Bulgaria), 
  8015: diggyemc (Canada), 
  8016: sh4no (United Kingdom), 
  8017: MartinNichum (Denmark), 
  8018: PokercistDD (Germany), 
  8019: weedoug12 (United Kingdom), 
  8020: gypsey luck (United Kingdom), 
  8021: elSCHEICH (Germany), 
  8022: ace power507 (Netherlands), 
  8023: VR]attaCker (Greece), 
  8024: Smertin (Switzerland), 
  8025: twadski88 (Norway), 
  8026: kurcuga666 (Croatia), 
  8027: Zirbelnuss (Germany), 
  8028: 10111420 (United Kingdom), 
  8029: TEFTO (Canada), 
  8030: *M@RC0* A (Brazil), 
  8031: olga430 (Russia), 
  8032: troan67 (Austria), 
  8033: drago3108 (Croatia), 
  8034: kiwicoupes (New Zealand), 
  8035: leoleal1 (Brazil), 
  8036: VinnyCout (Brazil), 
  8037: ukinismuilas (Lithuania), 
  8038: bananajoe001 (Austria), 
  8039: dance33 (Germany), 
  8040: josechoche12 (Uruguay), 
  8041: HASFy` (Romania), 
  8042: DiegoNiNo167 (Brazil), 
  8043: TNNT (Denmark), 
  8044: vincen0926 (Taiwan), 
  8045: LUFCBas (United Kingdom), 
  8046: jDurston8 (Canada), 
  8047: ory53 (Switzerland), 
  8048: ISBlack07 (Russia), 
  8049: effuno99 (India), 
  8050: Panlux (United Kingdom), 
  8051: tommoney34 (Austria), 
  8052: Sanya500 (Ukraine), 
  8053: NNBenfica92 (United Kingdom), 
  8054: LitilDevil (United Kingdom), 
  8055: MihaiCristea (Romania), 
  8056: coldboy23 (Bulgaria), 
  8057: outlier011 (Brazil), 
  8058: eligrif (Canada), 
  8059: sergo292929 (Moldova), 
  8060: azura64 (Canada), 
  8061: Zeb87 (Denmark), 
  8062: barra2088 (United Kingdom), 
  8063: kani mani1 (Germany), 
  8064: Millhouse4 (Sweden), 
  8065: ashfenton89 (United Kingdom), 
  8066: PokerNoël (Switzerland), 
  8067: Wolshan (Czech Republic), 
  8068: donnibruno (Ukraine), 
  8069: Juchem1006 (Brazil), 
  8070: hopp1955 (Switzerland), 
  8071: Servasx (Austria), 
  8072: Pico_Bello25 (Switzerland), 
  8073: MarkusSaam (Germany), 
  8074: knb22 (Norway), 
  8075: Trojes (Netherlands), 
  8076: jkaypokerpro (Canada), 
  8077: anonym0us13 (Romania), 
  8078: sms-n_teee (Germany), 
  8079: C4ACTiE_ECTb (Russia), 
  8080: hazzy7 (United Kingdom), 
  8081: igoretH10 (Brazil), 
  8082: k4rt3nsp13l4 (Germany), 
  8083: Josch07 (Germany), 
  8084: MestreKÓ (Brazil), 
  8085: papilyon (Germany), 
  8086: Domientje (Belgium), 
  8087: toddy.Jm (Brazil), 
  8088: SolidAct (Romania), 
  8089: BrizzySSBM (Canada), 
  8090: Henrikcfc (United Kingdom), 
  8091: Karel-005 (Russia), 
  8092: newsworthy1 (Canada), 
  8093: SpongeLV (Latvia), 
  8094: kmortenh (Norway), 
  8095: Yoobs174 (United Kingdom), 
  8096: manusch666 (Germany), 
  8097: K .S .89.C (United Kingdom), 
  8098: dogrib77 (Canada), 
  8099: francecor91 (Switzerland), 
  8100: k0py (Canada), 
  8101: Sevens555 (Romania), 
  8102: HILL-A947 (Greece), 
  8103: bhrdlic (Czech Republic), 
  8104: maska59 (Russia), 
  8105: quinho18 (Brazil), 
  8106: galdyy (Brazil), 
  8107: Mucstar888 (Germany), 
  8108: buxexa (Brazil), 
  8109: Ifold3bet (Finland), 
  8110: jaobadi (Ireland), 
  8111: kaloyan92091 (Bulgaria), 
  8112: patokamal (Belgium), 
  8113: theSLAVIK (United Kingdom), 
  8114: corsei (Romania), 
  8115: i´m Blind 84 (Germany), 
  8116: nnanh961 (Vietnam), 
  8117: MiiFuxU (Germany), 
  8118: KURUN.V.A. (Russia), 
  8119: DR J.A.C 26 (Argentina), 
  8120: tioono (Mexico), 
  8121: maaaKuui! (Mexico), 
  8122: 69kata (Bulgaria), 
  8123: dudu94 (Hungary), 
  8124: Niilex (United Kingdom), 
  8125: jochen11211 (Germany), 
  8126: Edu e Monica (Brazil), 
  8127: gizmo2480 (United Kingdom), 
  8128: avtolife (Russia), 
  8129: Borgesxx (Brazil), 
  8130: demo_ev (Ukraine), 
  8131: ollenbergers (Canada), 
  8132: Lynott73 (Sweden), 
  8133: arthurroo! (United Kingdom), 
  8134: TooAggressiv (Germany), 
  8135: cristiane666 (Brazil), 
  8136: m180m (Netherlands), 
  8137: 55555yan (Russia), 
  8138: Schauzeit (Germany), 
  8139: Wichbert (Germany), 
  8140: El Sharif 77 (Czech Republic), 
  8141: jjandellis (United Kingdom), 
  8142: Kottelett (Sweden), 
  8143: danipah (Brazil), 
  8144: CiTral6077 (Germany), 
  8145: svenpott (Germany), 
  8146: Hotten2tt (Norway), 
  8147: opa_nixuja (Germany), 
  8148: Maestru1987 (Romania), 
  8149: 53495 (Norway), 
  8150: ganso017 (Brazil), 
  8151: Aivar88 (United Kingdom), 
  8152: mikiko_10 (Cyprus), 
  8153: ToukiTouk (Canada), 
  8154: egon1971 (Germany), 
  8155: Chocoyote (Germany), 
  8156: $0$a (Germany), 
  8157: persii (Poland), 
  8158: 01527368 (Brazil), 
  8159: AmericanPie7 (Germany), 
  8160: StasAKQJ10 (Ukraine), 
  8161: mihron (Russia), 
  8162: eagle-eye567 (Canada), 
  8163: tonny1976 (Germany), 
  8164: KRIS_CRI (Romania), 
  8165: Regadeitor (Mexico), 
  8166: Ysjah (Netherlands), 
  8167: peachydog15 (United Kingdom), 
  8168: llapiani69 (Germany), 
  8169: dryad (Canada), 
  8170: GiovanniGalo (Brazil), 
  8171: takis1111 (Greece), 
  8172: SargonXor (Germany), 
  8173: Darkhors5150 (Canada), 
  8174: evenstacknow (Canada), 
  8175: priolo07 (Greece), 
  8176: Abambam123 (United Kingdom), 
  8177: VASH777692 (Ukraine), 
  8178: islidut55555 (Bulgaria), 
  8179: anloborges (Brazil), 
  8180: EuroSpieler (Germany), 
  8181: [A.barmot.O] (Russia), 
  8182: santimss1985 (Netherlands), 
  8183: robbuu (Canada), 
  8184: Landelas (Sweden), 
  8185: batkhuux (Mongolia), 
  8186: paxan955 (Russia), 
  8187: wrsport1015 (Canada), 
  8188: Larigas2 (Greece), 
  8189: Dimsum28 (Belgium), 
  8190: Aziz.Mancha (Brazil), 
  8191: Josse840503 (Sweden), 
  8192: bleaky_raven (Sweden), 
  8193: FMFAME223 (Germany), 
  8194: yipyiphupbup (Finland), 
  8195: rayan1302 (Switzerland), 
  8196: korbucionek (Poland), 
  8197: Minette763 (Canada), 
  8198: PilferHawk (Canada), 
  8199: Rick7BR (Brazil), 
  8200: ruthiepegs (United Kingdom), 
  8201: Artur777002 (Russia), 
  8202: Vanbog12 (Croatia), 
  8203: davidnyam (Russia), 
  8204: puchi1974 (Argentina), 
  8205: somagolf33 (United Kingdom), 
  8206: royal_ja (Germany), 
  8207: IGrowRich (Romania), 
  8208: PEPEPIN1983 (Argentina), 
  8209: Cooler Sack (Germany), 
  8210: GORO99 (Sweden), 
  8211: CharlesTY. (Brazil), 
  8212: Gelaman (Ukraine), 
  8213: HardcoreAngi (Poland), 
  8214: vininicolato (Brazil), 
  8215: El Sutinho (Germany), 
  8216: vellls (Latvia), 
  8217: delanopoker (Netherlands), 
  8218: favorite093 (Germany), 
  8219: Farius66 (Russia), 
  8220: Tivoliaantje (Netherlands), 
  8221: Wiiedzmen (Russia), 
  8222: t_sctto (Brazil), 
  8223: Spankeyftw0 (Bulgaria), 
  8224: kroko 2008 (Brazil), 
  8225: 2easy4rezzo (Argentina), 
  8226: ParlimenT96 (Romania), 
  8227: Alyssonspfc (Brazil), 
  8228: wetzgh (Germany), 
  8229: ab:art666 (Germany), 
  8230: Dzhygun (Ukraine), 
  8231: MrBalloneur (Morocco), 
  8232: AriFacha (Argentina), 
  8233: skorpion222 (Russia), 
  8234: crisandanut1 (United Kingdom), 
  8235: pastoralemão (Brazil), 
  8236: gio30glgio30 (Romania), 
  8237: AlexClaude (Canada), 
  8238: KalilIsmail (Brazil), 
  8239: raz77777 (Russia), 
  8240: King.swk (China), 
  8241: Yellow-Super (Thailand), 
  8242: Clos111 (Ireland), 
  8243: jimAris (Greece), 
  8244: krashinsky (Brazil), 
  8245: Takerane17 (Russia), 
  8246: Northboy88 (Hungary), 
  8247: plank5 (Germany), 
  8248: OMGcyril (Norway), 
  8249: GIZZITERE (United Kingdom), 
  8250: jokas2010 (Argentina), 
  8251: rbacon92 (United Kingdom), 
  8252: mjrogers1984 (United Kingdom), 
  8253: zzazz1 (Denmark), 
  8254: Quentin73 (Germany), 
  8255: 29KidOfWar29 (Romania), 
  8256: john_snow666 (Greece), 
  8257: deZZZed (Canada), 
  8258: hondacivic66 (Canada), 
  8259: Allah$u$Akba (Germany), 
  8260: kerseblept (United Kingdom), 
  8261: ImDaOne1 (Lithuania), 
  8262: babankoerd91 (Netherlands), 
  8263: cladesu69 (Germany), 
  8264: Slaassh (Sweden), 
  8265: naandy (Brazil), 
  8266: Peick-Duedah (Denmark), 
  8267: MsStrategy (United Kingdom), 
  8268: piton4479 (Russia), 
  8269: caiocalmon (Brazil), 
  8270: tonacciostone87 (United Kingdom), 
  8271: Haikou666 (Finland), 
  8272: vladtik (Ukraine), 
  8273: ricci18 (Switzerland), 
  8274: aldimy999 (Kazakhstan), 
  8275: VANDRO79 (Brazil), 
  8276: runawayray (United Kingdom), 
  8277: Oxxx1 (Germany), 
  8278: Cruel_TeK (Austria), 
  8279: GameOver6977 (Brazil), 
  8280: trickydikky (Netherlands), 
  8281: bipos (Russia), 
  8282: fjamson65 (Denmark), 
  8283: monish ps (India), 
  8284: Jim3carry (Romania), 
  8285: Molluscumus (Norway), 
  8286: evgen2907 (Russia), 
  8287: Limark7 (United Kingdom), 
  8288: BDA_Karl (Bermuda), 
  8289: deleg8it (United Kingdom), 
  8290: torakka321 (Finland), 
  8291: CrAzY_sTeFaN (Romania), 
  8292: wales64 (United Kingdom), 
  8293: DR PETROS (Greece), 
  8294: RoBnbIy Par9 (Ukraine), 
  8295: Supercondor1 (Switzerland), 
  8296: Workart591 (Denmark), 
  8297: SlippedMe (United Kingdom), 
  8298: eharias (Argentina), 
  8299: gamblinho88 (Brazil), 
  8300: Laphroaig22 (Russia), 
  8301: Garethbelfie (United Kingdom), 
  8302: SoLAn2k (Norway), 
  8303: Andy6464 (Netherlands), 
  8304: jack18lane (Ireland), 
  8305: uskp42 (United Kingdom), 
  8306: koraykor88 (Serbia), 
  8307: juanmatc (Argentina), 
  8308: bigchongs79 (Canada), 
  8309: djmrm302 (Greece), 
  8310: kjtopcat (United Kingdom), 
  8311: the one_399 (Lithuania), 
  8312: ARooth (Russia), 
  8313: bluboy57 (United Kingdom), 
  8314: Elefant_X (Norway), 
  8315: Damri (Switzerland), 
  8316: Chiesaraise (Brazil), 
  8317: crau29 (Brazil), 
  8318: Netto3K (Brazil), 
  8319: ManDrake1317 (Bulgaria), 
  8320: Hattori Hanzo 7 (Germany), 
  8321: alex_tzutu (Romania), 
  8322: DarKmini0N (Latvia), 
  8323: Fasti // ML (Germany), 
  8324: Mr. Justice7 (Russia), 
  8325: dannyboy051 (Canada), 
  8326: CARIOCA NATO (Brazil), 
  8327: pudandsteff (United Kingdom), 
  8328: Demetilamino (Brazil), 
  8329: biggiethebom (Netherlands), 
  8330: spencerpunch (Germany), 
  8331: efkinis24 (Lithuania), 
  8332: 776659992 (Czech Republic), 
  8333: timidul69 (Romania), 
  8334: KSSerg (Ukraine), 
  8335: arthurect10 (Brazil), 
  8336: POPPINHO69 (Brazil), 
  8337: clarusleung (United Kingdom), 
  8338: brekkepunk_ (Belgium), 
  8339: f2ewd123 (China), 
  8340: Bubobubob (United Kingdom), 
  8341: Peter_Txr (Austria), 
  8342: sergiikoukr (Ukraine), 
  8343: MkeTTilmOndy (Greece), 
  8344: AlexMih1973 (Russia), 
  8345: goedhandje (Netherlands), 
  8346: silveira1879 (Brazil), 
  8347: Rangi666 (New Zealand), 
  8348: mattyonuts (Canada), 
  8349: amial oh (Greece), 
  8350: MartyBeast (Lithuania), 
  8351: KhalifaKush1 (Serbia), 
  8352: gulliver26 (Germany), 
  8353: GY17 (Switzerland), 
  8354: Joker1002 (Poland), 
  8355: Jendo86 (Finland), 
  8356: dukezh (Switzerland), 
  8357: ksand3er (Russia), 
  8358: corrado1986 (Germany), 
  8359: adidiaconu (Romania), 
  8360: SCOOOOP23 (United Kingdom), 
  8361: Bonzai3566 (Czech Republic), 
  8362: AntagSS (Ukraine), 
  8363: T-MstarX (Bulgaria), 
  8364: pistecaloze (Netherlands), 
  8365: pataru (Uruguay), 
  8366: aaurelio (Brazil), 
  8367: KsKexpress23 (Germany), 
  8368: MarkeyMeatman (Germany), 
  8369: kinpez (Finland), 
  8370: 1Ace7 (Germany), 
  8371: SunriseGreen (Brazil), 
  8372: Rovi-Boys (Netherlands), 
  8373: ccr2229 (Canada), 
  8374: MONSTR81 (Russia), 
  8375: Aardamark (Russia), 
  8376: tarverymuch (United Kingdom), 
  8377: thiagol84 (Brazil), 
  8378: Sarychev (Russia), 
  8379: pablosbrito (Brazil), 
  8380: Pokiprofer98 (Switzerland), 
  8381: vallah23 (Austria), 
  8382: ozyvr6 (United Kingdom), 
  8383: babefromandy (Germany), 
  8384: Tonzera (Brazil), 
  8385: trippltop (Switzerland), 
  8386: ipo8181 (Greece), 
  8387: DGosha1111 (Russia), 
  8388: Rodskjortan (Sweden), 
  8389: ogazm1981 (United Kingdom), 
  8390: Leon116ru (Russia), 
  8391: mikolajm2222 (Poland), 
  8392: Petyas (Hungary), 
  8393: Nik Kluchov (Russia), 
  8394: dogmara (Canada), 
  8395: Abadon99 (Hungary), 
  8396: borkeremz (Croatia), 
  8397: NattaN K1nK (Argentina), 
  8398: stoqnkp (Bulgaria), 
  8399: demian1996 (Romania), 
  8400: kafu123 (Venezuela), 
  8401: SkullCFC (United Kingdom), 
  8402: zesco880701 (Sweden), 
  8403: Dzirtorden (Russia), 
  8404: tikidiii (Finland), 
  8405: elPolacco86 (Poland), 
  8406: GoianoVix (Brazil), 
  8407: canario508 (Argentina), 
  8408: stefcio0115 (Poland), 
  8409: Simen Magnus (Norway), 
  8410: MuckyKal (United Kingdom), 
  8411: ExD.Kym (Brazil), 
  8412: spewtome (Brazil), 
  8413: Bochitabsas (Argentina), 
  8414: mickyrm (Belgium), 
  8415: J4hbl3ss (Switzerland), 
  8416: ukraina602 (Switzerland), 
  8417: goldroger411 (Belgium), 
  8418: NautilusUL (Germany), 
  8419: potpredA.T (Albania), 
  8420: Nick&She (Russia), 
  8421: NiceBet95 (Romania), 
  8422: allmoegli (Germany), 
  8423: _DQR (Czech Republic), 
  8424: PolKilloPrn1 (Russia), 
  8425: ArtemSh13 (Russia), 
  8426: dg2471 (Russia), 
  8427: Vladokk13 (Belarus), 
  8428: MiniP2002 (Netherlands), 
  8429: mimomo (Austria), 
  8430: DaRyder11 (Canada), 
  8431: Palminho88 (Germany), 
  8432: LegendOnRise (Brazil), 
  8433: Longbrobro (China), 
  8434: Kamil822 (Uzbekistan), 
  8435: Zota86 (Romania), 
  8436: sosollssein (Germany), 
  8437: ImlykwagwanG (United Kingdom), 
  8438: Blanchie1899 (United Kingdom), 
  8439: tiger604 (Canada), 
  8440: Kalka555 (Germany), 
  8441: Nemid777 (Denmark), 
  8442: 1chin chan (Germany), 
  8443: uoai (Belarus), 
  8444: AAp_OL (Canada), 
  8445: Ziposlav (Austria), 
  8446: xTorsti (Finland), 
  8447: AlexandrKriv (Russia), 
  8448: doypaliza (Argentina), 
  8449: ISmellToast (Canada), 
  8450: MAKOBAKO (Canada), 
  8451: cautiioN (Brazil), 
  8452: Bekbolat69 (Kazakhstan), 
  8453: Pedro$ucesso (Brazil), 
  8454: loomyin (Sweden), 
  8455: O0vechkin (Russia), 
  8456: sAlamYr (Thailand), 
  8457: ReSoN.NL (Netherlands), 
  8458: realgeo (Romania), 
  8459: HANDSOME1973 (Sweden), 
  8460: queenroose (Sweden), 
  8461: 10DJDQDKDAD (United Kingdom), 
  8462: Giffan (Denmark), 
  8463: GuiGui87 (Canada), 
  8464: Winchester5 (Canada), 
  8465: kuchenmann88 (Germany), 
  8466: ceda_ks (Serbia), 
  8467: playboy4444 (Switzerland), 
  8468: New_Guy7K (Lithuania), 
  8469: mentor9213 (Switzerland), 
  8470: Pokerpiet 09 (Germany), 
  8471: goa1908 (Greece), 
  8472: blysk (Poland), 
  8473: wilgen111 (Netherlands), 
  8474: Ig0tProFiT (Netherlands), 
  8475: FIREZU (Romania), 
  8476: 73 IMPERATOR (Russia), 
  8477: PokinStaR (Canada), 
  8478: lNormaJean (Ireland), 
  8479: flombær (Denmark), 
  8480: lucaPL27 (Poland), 
  8481: cxinyszhu (China), 
  8482: Luckyliu (United Kingdom), 
  8483: titan cherta (Russia), 
  8484: secondchan27 (United Kingdom), 
  8485: finanto (Norway), 
  8486: ToniB1988 (Austria), 
  8487: Marrell (Canada), 
  8488: AfraocOG (Peru), 
  8489: Nuthshell (Chile), 
  8490: LaliTournier (Brazil), 
  8491: FICHAN0PAN0 (Brazil), 
  8492: Meferdi (Netherlands), 
  8493: mäti 1 (Austria), 
  8494: artur250168 (Austria), 
  8495: Haack81 (Germany), 
  8496: AllBluff.KZ (Kazakhstan), 
  8497: schlumpf38 (Switzerland), 
  8498: clepsy8 (Belgium), 
  8499: AVAN77 (Russia), 
  8500: limalimaak (Brazil), 
  8501: shacksbeer (Germany), 
  8502: maddogkilla1 (United Kingdom), 
  8503: WellBr20 (Brazil), 
  8504: Pokolokoo10 (Brazil), 
  8505: lenny147 (United Kingdom), 
  8506: KarLomt (Finland), 
  8507: Fazio8888 (Switzerland), 
  8508: felix0879 (Greece), 
  8509: SRBTOP (Serbia), 
  8510: IREADURTELL (Belgium), 
  8511: bishengke (China), 
  8512: levbkh (Armenia), 
  8513: mhtsakos q6 (Greece), 
  8514: bencb789 (Austria), 
  8515: rickyrdmy (Canada), 
  8516: SSSMBRFC2/C (Canada), 
  8517: pekos58 (Slovakia), 
  8518: Taallt (Sweden), 
  8519: Von Gerhardt (Brazil), 
  8520: "DIDU_30/30" (Brazil), 
  8521: HM1000 (Austria), 
  8522: scubadive45 (Canada), 
  8523: 819-B00Bs (United Kingdom), 
  8524: THE HAGUE 13 (Netherlands), 
  8525: viniciusopis (Brazil), 
  8526: AA_Zlodei_AA (Russia), 
  8527: dibbs115 (United Kingdom), 
  8528: timrix (Latvia), 
  8529: liebhabär (Germany), 
  8530: renetschii (Austria), 
  8531: corina1981 (Romania), 
  8532: sonheb (Norway), 
  8533: mkbone (Germany), 
  8534: xFabioxPoker (Brazil), 
  8535: Gunners88 (United Kingdom), 
  8536: perrynell (Romania), 
  8537: JamieRsss (United Kingdom), 
  8538: thndrstck (Canada), 
  8539: Homiiiicide (Germany), 
  8540: Bustoville92 (Denmark), 
  8541: ukovr (United Kingdom), 
  8542: JausR (Poland), 
  8543: Batcar_29 (Brazil), 
  8544: Andy250109 (Germany), 
  8545: balubalu75 (Germany), 
  8546: XARANDROS (Greece), 
  8547: samuel 23791 (United Kingdom), 
  8548: Dröge1 (Germany), 
  8549: NeoSapian (Canada), 
  8550: lachsuck (Germany), 
  8551: otgoo4770 (Mongolia), 
  8552: MartyBully (Canada), 
  8553: Mr Hello21 (Sweden), 
  8554: esbjerdr (Denmark), 
  8555: DiegoCheblii (Brazil), 
  8556: Hoca123 (Germany), 
  8557: ghosn120 (Lebanon), 
  8558: kiko8721 (Russia), 
  8559: complice510 (Belgium), 
  8560: irish2015 (South Africa), 
  8561: flecers (Latvia), 
  8562: 39Fox39 (Ukraine), 
  8563: chocolopez69 (Croatia), 
  8564: TalKash (Canada), 
  8565: cury92 (Brazil), 
  8566: uncleboof (New Zealand), 
  8567: paunas333 (Romania), 
  8568: Marek1704 (Germany), 
  8569: bolso156 (Uruguay), 
  8570: grossi0095 (Sweden), 
  8571: Shivas1rons (Germany), 
  8572: Stevke977 (Montenegro), 
  8573: dzoqer (Serbia), 
  8574: Tryn2Survive (Germany), 
  8575: casepokermf (Brazil), 
  8576: glnas (Brazil), 
  8577: TritonBleu (Canada), 
  8578: sacha_cas (Russia), 
  8579: powerpoke445 (Germany), 
  8580: $ilik0n (Romania), 
  8581: alex ogurcov (Russia), 
  8582: Andres33339 (Lithuania), 
  8583: yoursfriend (Russia), 
  8584: koma.hun (Bosnia and Herzegovina), 
  8585: tesla0101 (Honduras), 
  8586: Molineux2002 (Germany), 
  8587: cspooney (Canada), 
  8588: @rtemur (Russia), 
  8589: lashboy19 (Germany), 
  8590: figalex25 (Peru), 
  8591: theRedCA (Germany), 
  8592: Diederich555 (Belgium), 
  8593: ASoul3381 (Canada), 
  8594: Pasha iceman (Ukraine), 
  8595: enapanana (Russia), 
  8596: teteu_games (Brazil), 
  8597: Rexnil (Norway), 
  8598: diplimatao (Russia), 
  8599: Kamikaze000 (Brazil), 
  8600: frodolea (Norway), 
  8601: acske (Canada), 
  8602: Janek060389 (United Kingdom), 
  8603: b1lly2828 (Greece), 
  8604: noBetplease (Sweden), 
  8605: xamba13 (Greece), 
  8606: Dkquality (Denmark), 
  8607: AeRoSvEtO (Russia), 
  8608: 2outplz (Brazil), 
  8609: meroka911 (Greece), 
  8610: LillaHammer (Canada), 
  8611: xxxaskoxxx (Austria), 
  8612: SPFC.SMM (Brazil), 
  8613: duki12 (Belgium), 
  8614: will.buy92 (Brazil), 
  8615: Youngers (United Kingdom), 
  8616: tulio86 (Brazil), 
  8617: Martynaos (Lithuania), 
  8618: 147nevskii (Kazakhstan), 
  8619: BadBeatPls (Bulgaria), 
  8620: vhwcasino (Netherlands), 
  8621: seragui47 (Chile), 
  8622: AlexDoxenko (Russia), 
  8623: dinammo (Russia), 
  8624: JohnecoN (Cyprus), 
  8625: santana_2211 (Georgia), 
  8626: kingboz (Romania), 
  8627: tdr01 (Romania), 
  8628: aquadraht (Germany), 
